GAME_DATE,HOME_TEAM,AWAY_TEAM,H2H_GAMES,H2H_HOME_WINS,H2H_AVG_MARGIN
2018-12-10,Golden State Warriors,Minnesota Timberwolves,1,1,17.0
2018-12-10,Los Angeles Lakers,Miami Heat,1,1,-16.0
2018-12-11,LA Clippers,Toronto Raptors,0,0,0.0
2018-12-11,Houston Rockets,Portland Trail Blazers,1,0,-19.0
2018-12-11,San Antonio Spurs,Phoenix Suns,2,1,-5.0
2018-12-12,Charlotte Hornets,Detroit Pistons,1,1,-10.0
2018-12-12,Cleveland Cavaliers,New York Knicks,0,0,0.0
2018-12-12,Indiana Pacers,Milwaukee Bucks,1,0,17.0
2018-12-12,Philadelphia 76ers,Brooklyn Nets,2,1,11.5
2018-12-12,Washington Wizards,Boston Celtics,0,0,0.0
2018-12-12,Memphis Grizzlies,Portland Trail Blazers,0,0,0.0
2018-12-12,New Orleans Pelicans,Oklahoma City Thunder,1,0,6.0
2018-12-12,Dallas Mavericks,Atlanta Hawks,1,0,7.0
2018-12-12,Utah Jazz,Miami Heat,1,0,2.0
2018-12-12,Sacramento Kings,Minnesota Timberwolves,1,1,11.0
2018-12-12,Golden State Warriors,Toronto Raptors,1,0,3.0
2018-12-13,Orlando Magic,Chicago Bulls,0,0,0.0
2018-12-13,Phoenix Suns,Dallas Mavericks,1,1,21.0
2018-12-13,San Antonio Spurs,LA Clippers,1,0,5.0
2018-12-13,Houston Rockets,Los Angeles Lakers,1,1,-9.0
2018-12-14,Boston Celtics,Atlanta Hawks,1,1,-18.0
2018-12-14,Charlotte Hornets,New York Knicks,1,1,-12.0
2018-12-14,Brooklyn Nets,Washington Wizards,2,1,1.5
2018-12-14,Cleveland Cavaliers,Milwaukee Bucks,1,0,16.0
2018-12-14,Philadelphia 76ers,Indiana Pacers,1,1,-6.0
2018-12-14,Memphis Grizzlies,Miami Heat,0,0,0.0
2018-12-14,Denver Nuggets,Oklahoma City Thunder,1,1,-7.0
2018-12-14,Portland Trail Blazers,Toronto Raptors,0,0,0.0
2018-12-14,Sacramento Kings,Golden State Warriors,1,0,1.0
2018-12-15,Memphis Grizzlies,Houston Rockets,0,0,0.0
2018-12-15,Phoenix Suns,Minnesota Timberwolves,0,0,0.0
2018-12-15,Oklahoma City Thunder,LA Clippers,2,1,17.0
2018-12-15,San Antonio Spurs,Chicago Bulls,1,1,-1.0
2018-12-15,Detroit Pistons,Boston Celtics,2,0,-8.5
2018-12-15,Charlotte Hornets,Los Angeles Lakers,0,0,0.0
2018-12-15,Orlando Magic,Utah Jazz,0,0,0.0
2018-12-16,Brooklyn Nets,Atlanta Hawks,0,0,0.0
2018-12-16,Cleveland Cavaliers,Philadelphia 76ers,1,1,-9.0
2018-12-16,Indiana Pacers,New York Knicks,1,1,-6.0
2018-12-16,Washington Wizards,Los Angeles Lakers,0,0,0.0
2018-12-16,Dallas Mavericks,Sacramento Kings,0,0,0.0
2018-12-16,New Orleans Pelicans,Miami Heat,1,0,5.0
2018-12-16,Denver Nuggets,Toronto Raptors,1,1,-3.0
2018-12-17,Golden State Warriors,Memphis Grizzlies,1,1,16.0
2018-12-17,San Antonio Spurs,Philadelphia 76ers,0,0,0.0
2018-12-17,LA Clippers,Portland Trail Blazers,2,1,3.5
2018-12-17,Oklahoma City Thunder,Chicago Bulls,1,0,2.0
2018-12-17,New York Knicks,Phoenix Suns,0,0,0.0
2018-12-17,Houston Rockets,Utah Jazz,2,0,8.0
2018-12-17,Detroit Pistons,Milwaukee Bucks,1,0,23.0
2018-12-17,Minnesota Timberwolves,Sacramento Kings,2,0,11.0
2018-12-18,Indiana Pacers,Cleveland Cavaliers,1,1,-12.0
2018-12-18,Atlanta Hawks,Washington Wizards,1,0,-14.0
2018-12-18,Brooklyn Nets,Los Angeles Lakers,0,0,0.0
2018-12-18,Denver Nuggets,Dallas Mavericks,0,0,0.0
2018-12-19,Sacramento Kings,Oklahoma City Thunder,2,2,-3.5
2018-12-19,Portland Trail Blazers,Memphis Grizzlies,1,0,9.0
2018-12-19,Utah Jazz,Golden State Warriors,1,0,-1.0
2018-12-19,Minnesota Timberwolves,Detroit Pistons,0,0,0.0
2018-12-19,Milwaukee Bucks,New Orleans Pelicans,0,0,0.0
2018-12-19,Houston Rockets,Washington Wizards,1,0,4.0
2018-12-19,Toronto Raptors,Indiana Pacers,0,0,0.0
2018-12-19,Boston Celtics,Phoenix Suns,1,1,-7.0
2018-12-19,Philadelphia 76ers,New York Knicks,1,1,26.0
2018-12-19,Orlando Magic,San Antonio Spurs,1,1,-7.0
2018-12-19,Charlotte Hornets,Cleveland Cavaliers,2,1,28.0
2018-12-19,Chicago Bulls,Brooklyn Nets,0,0,0.0
2018-12-20,Miami Heat,Houston Rockets,0,0,0.0
2018-12-20,LA Clippers,Dallas Mavericks,1,0,4.0
2018-12-21,San Antonio Spurs,Minnesota Timberwolves,2,1,21.5
2018-12-21,Sacramento Kings,Memphis Grizzlies,2,1,6.5
2018-12-21,Portland Trail Blazers,Utah Jazz,0,0,0.0
2018-12-21,Chicago Bulls,Orlando Magic,1,0,6.0
2018-12-21,Los Angeles Lakers,New Orleans Pelicans,0,0,0.0
2018-12-21,New York Knicks,Atlanta Hawks,2,2,7.0
2018-12-21,Charlotte Hornets,Detroit Pistons,2,2,-4.5
2018-12-21,Boston Celtics,Milwaukee Bucks,1,1,4.0
2018-12-21,Brooklyn Nets,Indiana Pacers,1,0,20.0
2018-12-21,Toronto Raptors,Cleveland Cavaliers,2,2,0.5
2018-12-22,LA Clippers,Denver Nuggets,1,0,-9.0
2018-12-22,Washington Wizards,Phoenix Suns,0,0,0.0
2018-12-22,Philadelphia 76ers,Toronto Raptors,2,0,14.0
2018-12-22,Houston Rockets,San Antonio Spurs,2,1,-12.0
2018-12-22,Golden State Warriors,Dallas Mavericks,1,0,3.0
2018-12-22,Utah Jazz,Oklahoma City Thunder,1,0,9.0
2018-12-22,Miami Heat,Milwaukee Bucks,0,0,0.0
2018-12-23,Los Angeles Lakers,Memphis Grizzlies,1,1,-23.0
2018-12-23,Sacramento Kings,New Orleans Pelicans,1,0,20.0
2018-12-23,Portland Trail Blazers,Dallas Mavericks,1,0,9.0
2018-12-23,Golden State Warriors,LA Clippers,1,0,5.0
2018-12-23,Oklahoma City Thunder,Minnesota Timberwolves,0,0,0.0
2018-12-23,Cleveland Cavaliers,Chicago Bulls,1,0,1.0
2018-12-23,Brooklyn Nets,Phoenix Suns,1,1,-22.0
2018-12-23,Boston Celtics,Charlotte Hornets,1,0,5.0
2018-12-23,Indiana Pacers,Washington Wizards,1,1,8.0
2018-12-23,Detroit Pistons,Atlanta Hawks,1,1,-15.0
2018-12-23,Orlando Magic,Miami Heat,2,2,-6.0
2018-12-25,New York Knicks,Milwaukee Bucks,2,1,6.5
2018-12-25,Houston Rockets,Oklahoma City Thunder,1,0,18.0
2018-12-25,Boston Celtics,Philadelphia 76ers,1,1,18.0
2018-12-25,Golden State Warriors,Los Angeles Lakers,0,0,0.0
2018-12-25,Utah Jazz,Portland Trail Blazers,1,1,-30.0
2018-12-26,Memphis Grizzlies,Cleveland Cavaliers,0,0,0.0
2018-12-26,LA Clippers,Sacramento Kings,1,1,-12.0
2018-12-26,San Antonio Spurs,Denver Nuggets,0,0,0.0
2018-12-26,Dallas Mavericks,New Orleans Pelicans,1,0,26.0
2018-12-26,Chicago Bulls,Minnesota Timberwolves,1,0,15.0
2018-12-26,Atlanta Hawks,Indiana Pacers,1,0,8.0
2018-12-26,Brooklyn Nets,Charlotte Hornets,0,0,0.0
2018-12-26,Orlando Magic,Phoenix Suns,1,1,-14.0
2018-12-26,Detroit Pistons,Washington Wizards,0,0,0.0
2018-12-26,Miami Heat,Toronto Raptors,1,0,10.0
2018-12-27,Houston Rockets,Boston Celtics,0,0,0.0
2018-12-27,Milwaukee Bucks,New York Knicks,3,2,-0.3333333333333333
2018-12-27,Sacramento Kings,Los Angeles Lakers,1,0,-15.0
2018-12-27,Utah Jazz,Philadelphia 76ers,1,0,6.0
2018-12-27,Golden State Warriors,Portland Trail Blazers,1,1,28.0
2018-12-28,Los Angeles Lakers,LA Clippers,0,0,0.0
2018-12-28,Phoenix Suns,Oklahoma City Thunder,3,0,4.666666666666667
2018-12-28,Denver Nuggets,San Antonio Spurs,1,0,8.0
2018-12-28,New Orleans Pelicans,Dallas Mavericks,2,1,14.5
2018-12-28,Minnesota Timberwolves,Atlanta Hawks,0,0,0.0
2018-12-28,Orlando Magic,Toronto Raptors,1,0,-2.0
2018-12-28,Washington Wizards,Chicago Bulls,0,0,0.0
2018-12-28,Indiana Pacers,Detroit Pistons,0,0,0.0
2018-12-28,Charlotte Hornets,Brooklyn Nets,1,0,2.0
2018-12-28,Miami Heat,Cleveland Cavaliers,0,0,0.0
2018-12-29,LA Clippers,San Antonio Spurs,2,1,21.5
2018-12-29,Portland Trail Blazers,Golden State Warriors,2,1,13.5
2018-12-29,Phoenix Suns,Denver Nuggets,1,0,28.0
2018-12-29,Memphis Grizzlies,Boston Celtics,0,0,0.0
2018-12-29,Utah Jazz,New York Knicks,0,0,0.0
2018-12-29,Atlanta Hawks,Cleveland Cavaliers,2,1,0.0
2018-12-29,New Orleans Pelicans,Houston Rockets,1,1,-19.0
2018-12-29,Milwaukee Bucks,Brooklyn Nets,0,0,0.0
2018-12-29,Washington Wizards,Charlotte Hornets,0,0,0.0
2018-12-30,Orlando Magic,Detroit Pistons,1,0,-7.0
2018-12-30,Miami Heat,Minnesota Timberwolves,0,0,0.0
2018-12-30,Toronto Raptors,Chicago Bulls,1,1,-39.0
2018-12-30,Dallas Mavericks,Oklahoma City Thunder,1,1,15.0
2018-12-30,Portland Trail Blazers,Philadelphia 76ers,0,0,0.0
2018-12-30,Los Angeles Lakers,Sacramento Kings,2,1,-7.0
2018-12-31,Phoenix Suns,Golden State Warriors,1,0,20.0
2018-12-31,Oklahoma City Thunder,Dallas Mavericks,2,0,8.5
2018-12-31,New Orleans Pelicans,Minnesota Timberwolves,1,0,7.0
2018-12-31,Houston Rockets,Memphis Grizzlies,1,1,-8.0
2018-12-31,Charlotte Hornets,Orlando Magic,1,1,-32.0
2018-12-31,Indiana Pacers,Atlanta Hawks,2,2,0.0
2018-12-31,San Antonio Spurs,Boston Celtics,0,0,0.0
2019-01-01,Toronto Raptors,Utah Jazz,1,1,-13.0
2019-01-01,Milwaukee Bucks,Detroit Pistons,2,2,10.0
2019-01-01,Denver Nuggets,New York Knicks,0,0,0.0
2019-01-01,Sacramento Kings,Portland Trail Blazers,0,0,0.0
2019-01-01,LA Clippers,Philadelphia 76ers,1,0,9.0
2019-01-02,Memphis Grizzlies,Detroit Pistons,0,0,0.0
2019-01-02,Los Angeles Lakers,Oklahoma City Thunder,0,0,0.0
2019-01-02,Phoenix Suns,Philadelphia 76ers,1,0,5.0
2019-01-02,Boston Celtics,Minnesota Timberwolves,1,1,-9.0
2019-01-02,Chicago Bulls,Orlando Magic,2,1,8.0
2019-01-02,Brooklyn Nets,New Orleans Pelicans,1,0,2.0
2019-01-02,Washington Wizards,Atlanta Hawks,2,1,-3.0
2019-01-02,Cleveland Cavaliers,Miami Heat,1,0,24.0
2019-01-02,Charlotte Hornets,Dallas Mavericks,0,0,0.0
2019-01-03,San Antonio Spurs,Toronto Raptors,0,0,0.0
2019-01-03,Sacramento Kings,Denver Nuggets,1,0,14.0
2019-01-03,Golden State Warriors,Houston Rockets,1,0,21.0
2019-01-04,Portland Trail Blazers,Oklahoma City Thunder,0,0,0.0
2019-01-04,Los Angeles Lakers,New York Knicks,0,0,0.0
2019-01-04,Phoenix Suns,LA Clippers,2,0,6.0
2019-01-04,Minnesota Timberwolves,Orlando Magic,0,0,0.0
2019-01-04,Milwaukee Bucks,Atlanta Hawks,0,0,0.0
2019-01-04,Chicago Bulls,Indiana Pacers,2,0,2.0
2019-01-04,Miami Heat,Washington Wizards,2,1,-3.5
2019-01-04,Cleveland Cavaliers,Utah Jazz,0,0,0.0
2019-01-04,Boston Celtics,Dallas Mavericks,1,0,9.0
2019-01-04,Memphis Grizzlies,Brooklyn Nets,1,1,-6.0
2019-01-05,Denver Nuggets,Charlotte Hornets,1,0,6.0
2019-01-05,Detroit Pistons,Utah Jazz,0,0,0.0
2019-01-05,Philadelphia 76ers,Dallas Mavericks,0,0,0.0
2019-01-05,Cleveland Cavaliers,New Orleans Pelicans,0,0,0.0
2019-01-05,Milwaukee Bucks,Toronto Raptors,2,2,5.0
2019-01-05,San Antonio Spurs,Memphis Grizzlies,1,0,-1.0
2019-01-05,Portland Trail Blazers,Houston Rockets,2,1,-6.0
2019-01-05,Sacramento Kings,Golden State Warriors,2,0,-2.0
2019-01-06,Toronto Raptors,Indiana Pacers,1,1,3.0
2019-01-06,Phoenix Suns,Charlotte Hornets,0,0,0.0
2019-01-06,Oklahoma City Thunder,Washington Wizards,1,1,-23.0
2019-01-06,Chicago Bulls,Brooklyn Nets,1,0,-3.0
2019-01-06,LA Clippers,Orlando Magic,1,1,-25.0
2019-01-06,Minnesota Timberwolves,Los Angeles Lakers,2,1,4.0
2019-01-06,Atlanta Hawks,Miami Heat,2,2,1.5
2019-01-07,Detroit Pistons,San Antonio Spurs,0,0,0.0
2019-01-07,Boston Celtics,Brooklyn Nets,0,0,0.0
2019-01-07,Houston Rockets,Denver Nuggets,1,1,-10.0
2019-01-07,Milwaukee Bucks,Utah Jazz,0,0,0.0
2019-01-07,New Orleans Pelicans,Memphis Grizzlies,1,0,-4.0
2019-01-07,Dallas Mavericks,Los Angeles Lakers,2,0,6.0
2019-01-07,Portland Trail Blazers,New York Knicks,1,1,-4.0
2019-01-07,Sacramento Kings,Orlando Magic,1,1,-8.0
2019-01-08,LA Clippers,Charlotte Hornets,0,0,0.0
2019-01-08,Golden State Warriors,New York Knicks,1,1,-28.0
2019-01-08,Phoenix Suns,Sacramento Kings,1,0,-17.0
2019-01-08,Oklahoma City Thunder,Minnesota Timberwolves,1,0,-2.0
2019-01-08,Cleveland Cavaliers,Indiana Pacers,2,1,-6.5
2019-01-08,Miami Heat,Denver Nuggets,0,0,0.0
2019-01-08,Philadelphia 76ers,Washington Wizards,1,1,25.0
2019-01-08,Toronto Raptors,Atlanta Hawks,1,1,-16.0
2019-01-09,Utah Jazz,Orlando Magic,1,0,7.0
2019-01-09,Los Angeles Lakers,Detroit Pistons,0,0,0.0
2019-01-09,Portland Trail Blazers,Chicago Bulls,0,0,0.0
2019-01-09,New Orleans Pelicans,Cleveland Cavaliers,1,1,-35.0
2019-01-09,Dallas Mavericks,Phoenix Suns,2,0,15.5
2019-01-09,Houston Rockets,Milwaukee Bucks,0,0,0.0
2019-01-09,Brooklyn Nets,Atlanta Hawks,1,1,17.0
2019-01-09,Washington Wizards,Philadelphia 76ers,2,0,21.0
2019-01-09,Boston Celtics,Indiana Pacers,1,0,1.0
2019-01-09,Memphis Grizzlies,San Antonio Spurs,2,1,9.5
2019-01-10,Miami Heat,Boston Celtics,0,0,0.0
2019-01-10,Denver Nuggets,LA Clippers,2,1,6.0
2019-01-10,San Antonio Spurs,Oklahoma City Thunder,0,0,0.0
2019-01-10,Sacramento Kings,Detroit Pistons,0,0,0.0
2019-01-11,Golden State Warriors,Chicago Bulls,1,1,-25.0
2019-01-11,Portland Trail Blazers,Charlotte Hornets,0,0,0.0
2019-01-11,Utah Jazz,Los Angeles Lakers,1,0,7.0
2019-01-11,Houston Rockets,Cleveland Cavaliers,1,0,9.0
2019-01-11,Minnesota Timberwolves,Dallas Mavericks,1,0,4.0
2019-01-11,New York Knicks,Indiana Pacers,2,0,2.5
2019-01-11,Washington Wizards,Milwaukee Bucks,0,0,0.0
2019-01-11,Philadelphia 76ers,Atlanta Hawks,1,1,21.0
2019-01-11,Toronto Raptors,Brooklyn Nets,1,0,1.0
2019-01-12,LA Clippers,Detroit Pistons,0,0,0.0
2019-01-12,Miami Heat,Memphis Grizzlies,1,1,-3.0
2019-01-12,Orlando Magic,Boston Celtics,1,1,-3.0
2019-01-12,Minnesota Timberwolves,New Orleans Pelicans,2,1,8.0
2019-01-12,Oklahoma City Thunder,San Antonio Spurs,1,0,7.0
2019-01-12,Phoenix Suns,Denver Nuggets,2,0,12.0
2019-01-12,Sacramento Kings,Charlotte Hornets,0,0,0.0
2019-01-12,Utah Jazz,Chicago Bulls,0,0,0.0
2019-01-13,Los Angeles Lakers,Cleveland Cavaliers,1,1,-4.0
2019-01-13,Denver Nuggets,Portland Trail Blazers,1,1,-1.0
2019-01-13,Dallas Mavericks,Golden State Warriors,2,1,3.5
2019-01-13,Washington Wizards,Toronto Raptors,2,0,7.0
2019-01-13,Atlanta Hawks,Milwaukee Bucks,1,0,32.0
2019-01-13,New York Knicks,Philadelphia 76ers,2,0,24.0
2019-01-13,Orlando Magic,Houston Rockets,0,0,0.0
2019-01-14,Brooklyn Nets,Boston Celtics,1,0,21.0
2019-01-14,Houston Rockets,Memphis Grizzlies,2,2,2.0
2019-01-14,San Antonio Spurs,Charlotte Hornets,0,0,0.0
2019-01-14,Utah Jazz,Detroit Pistons,1,1,-5.0
2019-01-14,Sacramento Kings,Portland Trail Blazers,1,0,-5.0
2019-01-14,LA Clippers,New Orleans Pelicans,2,1,2.0
2019-01-15,Los Angeles Lakers,Chicago Bulls,0,0,0.0
2019-01-15,Denver Nuggets,Golden State Warriors,1,1,2.0
2019-01-15,Milwaukee Bucks,Miami Heat,1,0,7.0
2019-01-15,Philadelphia 76ers,Minnesota Timberwolves,0,0,0.0
2019-01-15,Indiana Pacers,Phoenix Suns,1,1,-5.0
2019-01-15,Atlanta Hawks,Oklahoma City Thunder,1,0,15.0
2019-01-16,Detroit Pistons,Orlando Magic,2,1,-2.5
2019-01-16,Boston Celtics,Toronto Raptors,2,1,9.5
2019-01-16,Houston Rockets,Brooklyn Nets,1,1,-8.0
2019-01-16,Memphis Grizzlies,Milwaukee Bucks,1,1,-3.0
2019-01-16,Dallas Mavericks,San Antonio Spurs,1,0,5.0
2019-01-16,Portland Trail Blazers,Cleveland Cavaliers,0,0,0.0
2019-01-16,Golden State Warriors,New Orleans Pelicans,1,1,10.0
2019-01-16,LA Clippers,Utah Jazz,0,0,0.0
2019-01-17,Toronto Raptors,Phoenix Suns,1,1,-9.0
2019-01-17,Denver Nuggets,Chicago Bulls,1,1,-1.0
2019-01-17,Oklahoma City Thunder,Los Angeles Lakers,1,1,-7.0
2019-01-17,Indiana Pacers,Philadelphia 76ers,2,1,-9.0
2019-01-17,Washington Wizards,New York Knicks,2,2,5.0
2019-01-17,Charlotte Hornets,Sacramento Kings,1,0,7.0
2019-01-18,Boston Celtics,Memphis Grizzlies,1,1,-9.0
2019-01-18,Detroit Pistons,Miami Heat,1,0,-5.0
2019-01-18,Orlando Magic,Brooklyn Nets,0,0,0.0
2019-01-18,Minnesota Timberwolves,San Antonio Spurs,3,1,23.0
2019-01-18,Utah Jazz,Cleveland Cavaliers,1,1,-26.0
2019-01-18,LA Clippers,Golden State Warriors,2,1,3.5
2019-01-18,Portland Trail Blazers,New Orleans Pelicans,1,1,13.0
2019-01-19,Denver Nuggets,Cleveland Cavaliers,1,1,-19.0
2019-01-19,Houston Rockets,Los Angeles Lakers,2,2,3.0
2019-01-19,Chicago Bulls,Miami Heat,1,0,-7.0
2019-01-19,Toronto Raptors,Memphis Grizzlies,1,1,-8.0
2019-01-19,Atlanta Hawks,Boston Celtics,2,0,1.5
2019-01-19,Orlando Magic,Milwaukee Bucks,1,0,22.0
2019-01-19,Indiana Pacers,Dallas Mavericks,0,0,0.0
2019-01-19,Detroit Pistons,Sacramento Kings,1,0,10.0
2019-01-19,Charlotte Hornets,Phoenix Suns,1,1,-6.0
2019-01-19,Philadelphia 76ers,Oklahoma City Thunder,0,0,0.0
2019-01-20,Indiana Pacers,Charlotte Hornets,1,0,18.0
2019-01-20,Minnesota Timberwolves,Phoenix Suns,1,0,8.0
2019-01-20,San Antonio Spurs,LA Clippers,3,2,10.666666666666666
2019-01-21,Los Angeles Lakers,Golden State Warriors,1,1,-26.0
2019-01-21,Utah Jazz,Portland Trail Blazers,2,2,-4.5
2019-01-21,Philadelphia 76ers,Houston Rockets,0,0,0.0
2019-01-21,Boston Celtics,Miami Heat,1,0,16.0
2019-01-21,Memphis Grizzlies,New Orleans Pelicans,2,1,7.5
2019-01-21,Brooklyn Nets,Sacramento Kings,0,0,0.0
2019-01-21,Atlanta Hawks,Orlando Magic,0,0,0.0
2019-01-21,Milwaukee Bucks,Dallas Mavericks,0,0,0.0
2019-01-21,Washington Wizards,Detroit Pistons,1,0,11.0
2019-01-21,Cleveland Cavaliers,Chicago Bulls,2,0,-9.5
2019-01-21,New York Knicks,Oklahoma City Thunder,1,0,25.0
2019-01-22,Toronto Raptors,Sacramento Kings,1,1,-9.0
2019-01-22,Oklahoma City Thunder,Portland Trail Blazers,1,1,-2.0
2019-01-22,Dallas Mavericks,LA Clippers,2,1,4.0
2019-01-22,Phoenix Suns,Minnesota Timberwolves,2,1,5.0
2019-01-23,Utah Jazz,Denver Nuggets,1,0,15.0
2019-01-23,New Orleans Pelicans,Detroit Pistons,1,1,-8.0
2019-01-23,Memphis Grizzlies,Charlotte Hornets,0,0,0.0
2019-01-23,Chicago Bulls,Atlanta Hawks,1,1,-12.0
2019-01-23,Philadelphia 76ers,San Antonio Spurs,1,0,27.0
2019-01-23,New York Knicks,Houston Rockets,0,0,0.0
2019-01-23,Miami Heat,LA Clippers,1,1,-23.0
2019-01-23,Brooklyn Nets,Orlando Magic,1,1,-2.0
2019-01-23,Boston Celtics,Cleveland Cavaliers,1,1,33.0
2019-01-23,Indiana Pacers,Toronto Raptors,2,0,9.5
2019-01-24,Washington Wizards,Golden State Warriors,1,0,22.0
2019-01-24,Oklahoma City Thunder,New Orleans Pelicans,2,1,5.0
2019-01-24,Phoenix Suns,Portland Trail Blazers,1,0,22.0
2019-01-24,Los Angeles Lakers,Minnesota Timberwolves,3,1,10.0
2019-01-25,Utah Jazz,Minnesota Timberwolves,1,0,3.0
2019-01-25,Denver Nuggets,Phoenix Suns,3,2,11.0
2019-01-25,Milwaukee Bucks,Charlotte Hornets,2,1,1.0
2019-01-25,Dallas Mavericks,Detroit Pistons,0,0,0.0
2019-01-25,Memphis Grizzlies,Sacramento Kings,3,1,5.333333333333333
2019-01-25,Houston Rockets,Toronto Raptors,0,0,0.0
2019-01-25,Chicago Bulls,LA Clippers,0,0,0.0
2019-01-25,Cleveland Cavaliers,Miami Heat,2,0,-0.5
2019-01-25,Brooklyn Nets,New York Knicks,3,2,4.333333333333333
2019-01-25,Orlando Magic,Washington Wizards,2,1,8.5
2019-01-26,New Orleans Pelicans,San Antonio Spurs,2,1,14.0
2019-01-26,Memphis Grizzlies,Indiana Pacers,1,0,28.0
2019-01-26,Boston Celtics,Golden State Warriors,0,0,0.0
2019-01-26,Denver Nuggets,Philadelphia 76ers,0,0,0.0
2019-01-26,Portland Trail Blazers,Atlanta Hawks,0,0,0.0
2019-01-27,Los Angeles Lakers,Phoenix Suns,2,2,3.0
2019-01-27,San Antonio Spurs,Washington Wizards,0,0,0.0
2019-01-27,New York Knicks,Miami Heat,1,0,23.0
2019-01-27,Minnesota Timberwolves,Utah Jazz,2,1,3.5
2019-01-27,Oklahoma City Thunder,Milwaukee Bucks,0,0,0.0
2019-01-27,Houston Rockets,Orlando Magic,1,0,7.0
2019-01-27,LA Clippers,Sacramento Kings,2,2,-1.5
2019-01-27,Chicago Bulls,Cleveland Cavaliers,3,3,-11.666666666666666
2019-01-27,Dallas Mavericks,Toronto Raptors,1,0,9.0
2019-01-28,Charlotte Hornets,New York Knicks,2,1,-7.0
2019-01-28,Indiana Pacers,Golden State Warriors,0,0,0.0
2019-01-28,Boston Celtics,Brooklyn Nets,2,1,14.0
2019-01-28,Memphis Grizzlies,Denver Nuggets,2,1,4.0
2019-01-28,LA Clippers,Atlanta Hawks,1,1,-8.0
2019-01-29,San Antonio Spurs,Phoenix Suns,3,2,5.0
2019-01-29,Los Angeles Lakers,Philadelphia 76ers,0,0,0.0
2019-01-29,Brooklyn Nets,Chicago Bulls,2,2,-10.0
2019-01-29,Houston Rockets,New Orleans Pelicans,2,1,-11.5
2019-01-29,Detroit Pistons,Milwaukee Bucks,3,0,14.333333333333334
2019-01-29,Cleveland Cavaliers,Washington Wizards,2,1,19.5
2019-01-29,Orlando Magic,Oklahoma City Thunder,0,0,0.0
2019-01-30,Boston Celtics,Charlotte Hornets,2,1,10.5
2019-01-30,Miami Heat,Chicago Bulls,2,2,-10.5
2019-01-30,New York Knicks,Dallas Mavericks,1,1,-12.0
2019-01-30,Washington Wizards,Indiana Pacers,2,0,12.0
2019-01-30,Minnesota Timberwolves,Memphis Grizzlies,1,0,-13.0
2019-01-30,New Orleans Pelicans,Denver Nuggets,2,1,7.5
2019-01-30,Sacramento Kings,Atlanta Hawks,1,1,-31.0
2019-01-30,Portland Trail Blazers,Utah Jazz,3,1,-4.666666666666667
2019-01-31,Toronto Raptors,Milwaukee Bucks,3,1,1.0
2019-01-31,LA Clippers,Los Angeles Lakers,1,1,-11.0
2019-01-31,Golden State Warriors,Philadelphia 76ers,0,0,0.0
2019-01-31,Detroit Pistons,Dallas Mavericks,1,0,5.0
2019-01-31,Orlando Magic,Indiana Pacers,1,0,-22.0
2019-01-31,San Antonio Spurs,Brooklyn Nets,0,0,0.0
2019-02-01,Charlotte Hornets,Memphis Grizzlies,1,1,-11.0
2019-02-01,New York Knicks,Boston Celtics,3,1,6.0
2019-02-01,Miami Heat,Oklahoma City Thunder,0,0,0.0
2019-02-01,Utah Jazz,Atlanta Hawks,0,0,0.0
2019-02-01,Denver Nuggets,Houston Rockets,2,0,1.0
2019-02-02,Utah Jazz,Houston Rockets,3,2,7.0
2019-02-02,Minnesota Timberwolves,Denver Nuggets,1,0,-2.0
2019-02-02,Golden State Warriors,Los Angeles Lakers,2,1,-22.5
2019-02-02,Sacramento Kings,Philadelphia 76ers,0,0,0.0
2019-02-02,Phoenix Suns,Atlanta Hawks,0,0,0.0
2019-02-02,Miami Heat,Indiana Pacers,2,0,0.0
2019-02-02,Washington Wizards,Milwaukee Bucks,1,1,7.0
2019-02-02,San Antonio Spurs,New Orleans Pelicans,3,2,5.333333333333333
2019-02-02,Orlando Magic,Brooklyn Nets,2,0,1.0
2019-02-02,Charlotte Hornets,Chicago Bulls,2,1,15.5
2019-02-02,Detroit Pistons,LA Clippers,1,1,-5.0
2019-02-02,Cleveland Cavaliers,Dallas Mavericks,0,0,0.0
2019-02-03,New York Knicks,Memphis Grizzlies,1,1,-5.0
2019-02-03,Boston Celtics,Oklahoma City Thunder,1,1,-6.0
2019-02-03,Toronto Raptors,LA Clippers,1,1,-24.0
2019-02-04,Sacramento Kings,San Antonio Spurs,1,1,5.0
2019-02-04,New Orleans Pelicans,Indiana Pacers,0,0,0.0
2019-02-04,Phoenix Suns,Houston Rockets,0,0,0.0
2019-02-04,Washington Wizards,Atlanta Hawks,3,2,3.3333333333333335
2019-02-04,Detroit Pistons,Denver Nuggets,0,0,0.0
2019-02-04,Brooklyn Nets,Milwaukee Bucks,1,0,14.0
2019-02-05,Charlotte Hornets,LA Clippers,1,0,19.0
2019-02-05,Cleveland Cavaliers,Boston Celtics,2,0,26.5
2019-02-05,Indiana Pacers,Los Angeles Lakers,1,0,8.0
2019-02-05,New York Knicks,Detroit Pistons,1,0,7.0
2019-02-05,Philadelphia 76ers,Toronto Raptors,3,1,17.666666666666668
2019-02-05,Memphis Grizzlies,Minnesota Timberwolves,2,1,-5.5
2019-02-05,Oklahoma City Thunder,Orlando Magic,1,1,-9.0
2019-02-05,Portland Trail Blazers,Miami Heat,1,0,9.0
2019-02-06,Golden State Warriors,San Antonio Spurs,1,0,12.0
