GAME_DATE,HOME_TEAM,AWAY_TEAM,H2H_GAMES,H2H_HOME_WINS,H2H_AVG_MARGIN
2021-11-12,Boston Celtics,Milwaukee Bucks,9,4,1.1111111111111112
2021-11-12,Charlotte Hornets,New York Knicks,9,6,5.222222222222222
2021-11-12,New Orleans Pelicans,Brooklyn Nets,6,1,5.5
2021-11-13,Toronto Raptors,Detroit Pistons,9,3,-1.5555555555555556
2021-11-13,Cleveland Cavaliers,Boston Celtics,11,2,10.090909090909092
2021-11-13,New Orleans Pelicans,Memphis Grizzlies,10,7,1.5
2021-11-13,LA Clippers,Minnesota Timberwolves,11,9,4.181818181818182
2021-11-13,Indiana Pacers,Philadelphia 76ers,11,5,2.1818181818181817
2021-11-13,Utah Jazz,Miami Heat,7,3,10.857142857142858
2021-11-13,Orlando Magic,Washington Wizards,11,7,0.09090909090909091
2021-11-14,Los Angeles Lakers,San Antonio Spurs,11,7,0.09090909090909091
2021-11-14,Atlanta Hawks,Milwaukee Bucks,10,2,0.7
2021-11-14,Charlotte Hornets,Golden State Warriors,7,3,11.142857142857142
2021-11-14,Houston Rockets,Phoenix Suns,10,5,7.1
2021-11-14,Oklahoma City Thunder,Brooklyn Nets,5,4,-6.6
2021-11-14,Denver Nuggets,Portland Trail Blazers,11,8,5.7272727272727275
2021-11-14,LA Clippers,Chicago Bulls,5,4,-2.2
2021-11-15,Los Angeles Lakers,Chicago Bulls,5,5,-4.8
2021-11-15,Portland Trail Blazers,Toronto Raptors,6,4,-1.0
2021-11-15,Oklahoma City Thunder,Miami Heat,6,2,-2.8333333333333335
2021-11-15,Minnesota Timberwolves,Phoenix Suns,8,3,-1.75
2021-11-15,Memphis Grizzlies,Houston Rockets,10,4,-1.6
2021-11-15,New York Knicks,Indiana Pacers,11,3,0.45454545454545453
2021-11-15,Atlanta Hawks,Orlando Magic,11,5,3.8181818181818183
2021-11-15,Washington Wizards,New Orleans Pelicans,5,2,12.4
2021-11-15,Detroit Pistons,Sacramento Kings,6,2,3.3333333333333335
2021-11-15,Cleveland Cavaliers,Boston Celtics,12,3,9.416666666666666
2021-11-15,Dallas Mavericks,Denver Nuggets,10,4,1.8
2021-11-16,Brooklyn Nets,Golden State Warriors,5,3,12.0
2021-11-16,Utah Jazz,Philadelphia 76ers,6,2,3.1666666666666665
2021-11-16,LA Clippers,San Antonio Spurs,11,7,-2.8181818181818183
2021-11-17,Minnesota Timberwolves,Sacramento Kings,10,5,5.4
2021-11-17,Portland Trail Blazers,Chicago Bulls,6,5,-5.166666666666667
2021-11-17,Phoenix Suns,Dallas Mavericks,11,8,3.727272727272727
2021-11-17,Oklahoma City Thunder,Houston Rockets,11,7,5.090909090909091
2021-11-17,Milwaukee Bucks,Los Angeles Lakers,6,4,-0.3333333333333333
2021-11-17,New York Knicks,Orlando Magic,11,5,1.4545454545454546
2021-11-17,Miami Heat,New Orleans Pelicans,6,5,3.8333333333333335
2021-11-17,Brooklyn Nets,Cleveland Cavaliers,8,5,1.875
2021-11-17,Atlanta Hawks,Boston Celtics,10,2,2.3
2021-11-17,Detroit Pistons,Indiana Pacers,11,4,2.909090909090909
2021-11-17,Charlotte Hornets,Washington Wizards,10,6,5.7
2021-11-18,Cleveland Cavaliers,Golden State Warriors,5,0,-4.8
2021-11-18,Miami Heat,Washington Wizards,11,8,3.1818181818181817
2021-11-18,Memphis Grizzlies,LA Clippers,11,4,3.5454545454545454
2021-11-18,Minnesota Timberwolves,San Antonio Spurs,9,4,8.555555555555555
2021-11-18,Denver Nuggets,Philadelphia 76ers,6,4,4.666666666666667
2021-11-18,Utah Jazz,Toronto Raptors,6,2,0.8333333333333334
2021-11-19,Sacramento Kings,Toronto Raptors,6,1,-3.0
2021-11-19,Phoenix Suns,Dallas Mavericks,12,9,4.0
2021-11-19,Denver Nuggets,Chicago Bulls,4,4,6.75
2021-11-19,New Orleans Pelicans,LA Clippers,10,5,9.2
2021-11-19,Charlotte Hornets,Indiana Pacers,11,5,7.363636363636363
2021-11-19,Brooklyn Nets,Orlando Magic,11,6,2.0
2021-11-19,Boston Celtics,Los Angeles Lakers,6,3,1.8333333333333333
2021-11-19,Detroit Pistons,Golden State Warriors,5,2,5.2
2021-11-19,Milwaukee Bucks,Oklahoma City Thunder,6,3,9.666666666666666
2021-11-20,Milwaukee Bucks,Orlando Magic,10,9,-8.3
2021-11-20,Sacramento Kings,Utah Jazz,12,2,-1.5
2021-11-20,Portland Trail Blazers,Philadelphia 76ers,7,5,2.7142857142857144
2021-11-20,Boston Celtics,Oklahoma City Thunder,6,4,-4.0
2021-11-20,Minnesota Timberwolves,Memphis Grizzlies,11,2,-0.2727272727272727
2021-11-20,Washington Wizards,Miami Heat,12,3,4.166666666666667
2021-11-20,Indiana Pacers,New Orleans Pelicans,6,3,4.166666666666667
2021-11-20,New York Knicks,Houston Rockets,6,3,5.0
2021-11-20,Atlanta Hawks,Charlotte Hornets,9,4,0.3333333333333333
2021-11-21,LA Clippers,Dallas Mavericks,10,6,-5.3
2021-11-21,Detroit Pistons,Los Angeles Lakers,5,2,11.0
2021-11-21,Chicago Bulls,New York Knicks,10,3,5.4
2021-11-21,Phoenix Suns,Denver Nuggets,12,2,3.75
2021-11-21,Golden State Warriors,Toronto Raptors,5,1,5.8
2021-11-22,Sacramento Kings,Philadelphia 76ers,6,1,3.5
2021-11-22,Utah Jazz,Memphis Grizzlies,11,7,1.2727272727272727
2021-11-22,San Antonio Spurs,Phoenix Suns,10,6,-5.6
2021-11-22,New Orleans Pelicans,Minnesota Timberwolves,12,6,-2.25
2021-11-22,Milwaukee Bucks,Orlando Magic,11,10,-6.7272727272727275
2021-11-22,Boston Celtics,Houston Rockets,7,3,-1.1428571428571428
2021-11-22,Atlanta Hawks,Oklahoma City Thunder,5,2,18.4
2021-11-22,Washington Wizards,Charlotte Hornets,11,4,6.090909090909091
2021-11-22,Cleveland Cavaliers,Brooklyn Nets,9,3,2.7777777777777777
2021-11-22,Chicago Bulls,Indiana Pacers,11,2,-2.5454545454545454
2021-11-23,Detroit Pistons,Miami Heat,8,3,-0.875
2021-11-23,New York Knicks,Los Angeles Lakers,6,3,5.5
2021-11-23,Portland Trail Blazers,Denver Nuggets,12,3,7.666666666666667
2021-11-23,LA Clippers,Dallas Mavericks,11,7,-4.2727272727272725
2021-11-24,Minnesota Timberwolves,Miami Heat,6,5,2.3333333333333335
2021-11-24,Sacramento Kings,Portland Trail Blazers,11,4,-2.3636363636363638
2021-11-24,Golden State Warriors,Philadelphia 76ers,6,3,-3.0
2021-11-24,San Antonio Spurs,Atlanta Hawks,6,3,-1.6666666666666667
2021-11-24,Oklahoma City Thunder,Utah Jazz,11,6,1.9090909090909092
2021-11-24,Milwaukee Bucks,Detroit Pistons,11,11,-0.8181818181818182
2021-11-24,New Orleans Pelicans,Washington Wizards,6,3,11.166666666666666
2021-11-24,Houston Rockets,Chicago Bulls,5,3,-6.0
2021-11-24,Cleveland Cavaliers,Phoenix Suns,5,1,4.2
2021-11-24,Indiana Pacers,Los Angeles Lakers,6,3,9.333333333333334
2021-11-24,Memphis Grizzlies,Toronto Raptors,5,1,1.0
2021-11-24,Boston Celtics,Brooklyn Nets,11,4,7.2727272727272725
2021-11-24,Orlando Magic,Charlotte Hornets,10,5,-0.5
2021-11-26,Los Angeles Lakers,Sacramento Kings,10,6,-5.2
2021-11-26,Golden State Warriors,Portland Trail Blazers,10,4,5.5
2021-11-26,Denver Nuggets,Milwaukee Bucks,6,3,-7.166666666666667
2021-11-26,San Antonio Spurs,Boston Celtics,6,4,-6.333333333333333
2021-11-26,Oklahoma City Thunder,Washington Wizards,6,2,-7.166666666666667
2021-11-26,Utah Jazz,New Orleans Pelicans,10,7,0.8
2021-11-26,Indiana Pacers,Toronto Raptors,12,4,6.583333333333333
2021-11-26,Orlando Magic,Chicago Bulls,8,5,-4.5
2021-11-26,New York Knicks,Phoenix Suns,6,0,-1.1666666666666667
2021-11-26,Charlotte Hornets,Minnesota Timberwolves,6,4,-5.333333333333333
2021-11-26,LA Clippers,Detroit Pistons,5,4,0.8
2021-11-26,Memphis Grizzlies,Atlanta Hawks,6,4,-2.5
2021-11-27,Philadelphia 76ers,Minnesota Timberwolves,5,5,8.0
2021-11-27,Atlanta Hawks,New York Knicks,10,2,3.1
2021-11-27,Brooklyn Nets,Phoenix Suns,6,5,6.5
2021-11-27,Cleveland Cavaliers,Orlando Magic,9,1,6.888888888888889
2021-11-27,Chicago Bulls,Miami Heat,8,2,-6.75
2021-11-27,Houston Rockets,Charlotte Hornets,6,3,5.166666666666667
2021-11-27,Dallas Mavericks,Washington Wizards,6,4,2.6666666666666665
2021-11-27,Utah Jazz,New Orleans Pelicans,11,7,0.6363636363636364
2021-11-28,Los Angeles Lakers,Detroit Pistons,6,4,8.333333333333334
2021-11-28,Toronto Raptors,Boston Celtics,13,4,-0.3076923076923077
2021-11-28,Memphis Grizzlies,Sacramento Kings,11,5,1.4545454545454546
2021-11-28,LA Clippers,Golden State Warriors,11,6,1.1818181818181819
2021-11-28,Indiana Pacers,Milwaukee Bucks,12,2,8.833333333333334
2021-11-29,Philadelphia 76ers,Orlando Magic,10,6,7.0
2021-11-29,Miami Heat,Denver Nuggets,7,1,2.7142857142857144
2021-11-29,Chicago Bulls,Charlotte Hornets,10,5,0.1
2021-11-29,Houston Rockets,Oklahoma City Thunder,12,4,5.666666666666667
2021-11-29,Minnesota Timberwolves,Indiana Pacers,6,1,2.0
2021-11-29,Dallas Mavericks,Cleveland Cavaliers,6,6,1.1666666666666667
2021-11-29,San Antonio Spurs,Washington Wizards,6,5,3.5
2021-11-29,Utah Jazz,Portland Trail Blazers,10,6,3.1
2021-11-29,LA Clippers,New Orleans Pelicans,11,5,9.545454545454545
2021-11-30,Sacramento Kings,Los Angeles Lakers,11,5,-5.090909090909091
2021-11-30,Portland Trail Blazers,Detroit Pistons,5,4,1.8
2021-11-30,Brooklyn Nets,New York Knicks,11,8,2.3636363636363638
2021-11-30,Toronto Raptors,Memphis Grizzlies,6,5,-1.3333333333333333
2021-11-30,Phoenix Suns,Golden State Warriors,11,5,1.8181818181818181
2021-12-01,Indiana Pacers,Atlanta Hawks,10,8,1.0
2021-12-01,Orlando Magic,Denver Nuggets,6,0,3.8333333333333335
2021-12-01,Washington Wizards,Minnesota Timberwolves,6,4,-4.833333333333333
2021-12-01,Boston Celtics,Philadelphia 76ers,11,4,6.818181818181818
2021-12-01,Miami Heat,Cleveland Cavaliers,11,10,5.363636363636363
2021-12-01,Milwaukee Bucks,Charlotte Hornets,10,7,4.2
2021-12-01,New Orleans Pelicans,Dallas Mavericks,12,4,8.75
2021-12-01,Oklahoma City Thunder,Houston Rockets,13,8,6.230769230769231
2021-12-01,LA Clippers,Sacramento Kings,10,7,-6.6
2021-12-02,Phoenix Suns,Detroit Pistons,6,1,3.1666666666666665
2021-12-02,Portland Trail Blazers,San Antonio Spurs,10,6,4.6
2021-12-02,Toronto Raptors,Milwaukee Bucks,10,4,-5.1
2021-12-02,New York Knicks,Chicago Bulls,11,7,5.454545454545454
2021-12-02,Memphis Grizzlies,Oklahoma City Thunder,9,5,7.111111111111111
2021-12-03,Indiana Pacers,Miami Heat,11,7,-0.45454545454545453
2021-12-03,Washington Wizards,Cleveland Cavaliers,11,7,1.5454545454545454
2021-12-03,Atlanta Hawks,Philadelphia 76ers,11,5,15.090909090909092
2021-12-03,Brooklyn Nets,Minnesota Timberwolves,6,2,-3.6666666666666665
2021-12-03,Houston Rockets,Orlando Magic,6,4,1.1666666666666667
2021-12-03,Dallas Mavericks,New Orleans Pelicans,13,9,5.615384615384615
2021-12-03,Utah Jazz,Boston Celtics,6,5,-2.3333333333333335
2021-12-03,Golden State Warriors,Phoenix Suns,12,6,2.3333333333333335
2021-12-03,Los Angeles Lakers,LA Clippers,11,4,0.5454545454545454
2021-12-04,Sacramento Kings,LA Clippers,11,4,-6.818181818181818
2021-12-04,Portland Trail Blazers,Boston Celtics,6,3,-3.0
2021-12-04,Golden State Warriors,San Antonio Spurs,8,3,6.0
2021-12-04,Milwaukee Bucks,Miami Heat,11,6,9.454545454545455
2021-12-04,New York Knicks,Denver Nuggets,6,0,-8.5
2021-12-04,Dallas Mavericks,Memphis Grizzlies,10,5,0.1
2021-12-04,Brooklyn Nets,Chicago Bulls,11,8,1.3636363636363635
2021-12-05,Cleveland Cavaliers,Utah Jazz,5,0,-2.8
2021-12-05,Atlanta Hawks,Charlotte Hornets,10,5,1.3
2021-12-05,Toronto Raptors,Washington Wizards,11,9,0.7272727272727273
2021-12-05,Houston Rockets,New Orleans Pelicans,11,6,-2.090909090909091
2021-12-06,Portland Trail Blazers,LA Clippers,13,4,7.615384615384615
2021-12-06,Minnesota Timberwolves,Atlanta Hawks,6,1,-3.5
2021-12-06,Golden State Warriors,Orlando Magic,6,3,6.833333333333333
2021-12-06,Phoenix Suns,San Antonio Spurs,11,5,-5.454545454545454
2021-12-06,Milwaukee Bucks,Cleveland Cavaliers,10,9,2.3
2021-12-06,Miami Heat,Memphis Grizzlies,7,4,-1.0
2021-12-06,Indiana Pacers,Washington Wizards,10,5,6.0
2021-12-06,Detroit Pistons,Oklahoma City Thunder,6,2,-5.333333333333333
2021-12-06,Charlotte Hornets,Philadelphia 76ers,8,0,3.625
2021-12-06,Chicago Bulls,Denver Nuggets,5,1,4.2
2021-12-07,Dallas Mavericks,Brooklyn Nets,5,4,8.8
2021-12-07,San Antonio Spurs,New York Knicks,6,4,11.666666666666666
2021-12-07,Los Angeles Lakers,Boston Celtics,7,3,4.714285714285714
2021-12-08,LA Clippers,Boston Celtics,6,3,4.333333333333333
2021-12-08,Sacramento Kings,Orlando Magic,6,3,-0.5
2021-12-08,Golden State Warriors,Portland Trail Blazers,11,5,6.363636363636363
2021-12-08,New Orleans Pelicans,Denver Nuggets,10,5,-1.1
2021-12-08,Minnesota Timberwolves,Utah Jazz,10,5,-2.5
2021-12-08,Memphis Grizzlies,Dallas Mavericks,11,6,-0.5454545454545454
2021-12-08,Toronto Raptors,Oklahoma City Thunder,6,3,-1.6666666666666667
2021-12-08,Miami Heat,Milwaukee Bucks,12,5,10.5
2021-12-08,Indiana Pacers,New York Knicks,12,8,1.0833333333333333
2021-12-08,Detroit Pistons,Washington Wizards,10,4,13.6
2021-12-08,Cleveland Cavaliers,Chicago Bulls,11,4,-1.8181818181818181
2021-12-08,Charlotte Hornets,Philadelphia 76ers,9,0,2.888888888888889
2021-12-08,Houston Rockets,Brooklyn Nets,6,2,0.0
2021-12-09,Philadelphia 76ers,Utah Jazz,7,4,7.714285714285714
2021-12-09,Memphis Grizzlies,Los Angeles Lakers,11,3,2.5454545454545454
2021-12-09,San Antonio Spurs,Denver Nuggets,10,3,6.9
2021-12-10,New Orleans Pelicans,Detroit Pistons,6,3,0.0
2021-12-10,Phoenix Suns,Boston Celtics,6,3,-1.8333333333333333
2021-12-10,Oklahoma City Thunder,Los Angeles Lakers,12,5,-4.083333333333333
2021-12-10,Minnesota Timberwolves,Cleveland Cavaliers,6,4,-2.1666666666666665
2021-12-10,Toronto Raptors,New York Knicks,10,8,7.5
2021-12-10,Houston Rockets,Milwaukee Bucks,6,2,3.3333333333333335
2021-12-10,Atlanta Hawks,Brooklyn Nets,11,2,5.909090909090909
2021-12-10,Indiana Pacers,Dallas Mavericks,6,3,-3.0
2021-12-10,Charlotte Hornets,Sacramento Kings,7,5,8.857142857142858
2021-12-11,LA Clippers,Orlando Magic,6,5,-6.0
2021-12-11,Washington Wizards,Utah Jazz,6,2,-2.1666666666666665
2021-12-11,Cleveland Cavaliers,Sacramento Kings,4,0,-4.5
2021-12-11,Miami Heat,Chicago Bulls,9,7,-6.333333333333333
2021-12-11,Memphis Grizzlies,Houston Rockets,11,5,1.6363636363636365
2021-12-11,Philadelphia 76ers,Golden State Warriors,7,3,0.2857142857142857
2021-12-11,San Antonio Spurs,Denver Nuggets,11,4,7.363636363636363
2021-12-12,Los Angeles Lakers,Orlando Magic,6,3,-1.5
2021-12-12,Portland Trail Blazers,Minnesota Timberwolves,9,6,9.0
2021-12-12,San Antonio Spurs,New Orleans Pelicans,9,7,1.3333333333333333
2021-12-12,Oklahoma City Thunder,Dallas Mavericks,9,3,2.7777777777777777
2021-12-12,Detroit Pistons,Brooklyn Nets,11,3,6.363636363636363
2021-12-12,New York Knicks,Milwaukee Bucks,12,4,7.0
2021-12-13,Cleveland Cavaliers,Miami Heat,12,2,2.75
2021-12-13,Indiana Pacers,Golden State Warriors,5,2,-6.6
2021-12-13,Toronto Raptors,Sacramento Kings,7,6,-5.285714285714286
2021-12-13,Atlanta Hawks,Houston Rockets,6,2,8.166666666666666
2021-12-13,Boston Celtics,Milwaukee Bucks,10,5,1.9
2021-12-13,Memphis Grizzlies,Philadelphia 76ers,5,3,2.4
2021-12-13,Dallas Mavericks,Charlotte Hornets,6,4,-13.5
2021-12-13,Denver Nuggets,Washington Wizards,6,2,2.8333333333333335
2021-12-13,LA Clippers,Phoenix Suns,11,8,5.363636363636363
2021-12-14,Portland Trail Blazers,Phoenix Suns,12,6,8.333333333333334
2021-12-14,New York Knicks,Golden State Warriors,5,2,-5.2
2021-12-14,Brooklyn Nets,Toronto Raptors,12,4,-0.9166666666666666
2021-12-15,Cleveland Cavaliers,Houston Rockets,5,3,7.2
2021-12-15,Orlando Magic,Atlanta Hawks,12,6,5.0
2021-12-15,Philadelphia 76ers,Miami Heat,10,5,10.4
2021-12-15,Dallas Mavericks,Los Angeles Lakers,10,3,2.0
2021-12-15,Milwaukee Bucks,Indiana Pacers,13,11,6.769230769230769
2021-12-15,Oklahoma City Thunder,New Orleans Pelicans,12,8,-1.9166666666666667
2021-12-15,San Antonio Spurs,Charlotte Hornets,6,3,0.3333333333333333
2021-12-15,Denver Nuggets,Minnesota Timberwolves,12,12,1.5
2021-12-15,Utah Jazz,LA Clippers,9,6,-0.4444444444444444
2021-12-15,Portland Trail Blazers,Memphis Grizzlies,10,5,5.4
2021-12-15,Sacramento Kings,Washington Wizards,6,4,-0.6666666666666666
2021-12-16,Phoenix Suns,Washington Wizards,6,2,4.666666666666667
2021-12-16,Houston Rockets,New York Knicks,7,3,5.285714285714286
2021-12-16,Brooklyn Nets,Philadelphia 76ers,12,5,8.0
2021-12-16,Indiana Pacers,Detroit Pistons,12,7,3.3333333333333335
2021-12-17,Orlando Magic,Miami Heat,12,5,1.3333333333333333
2021-12-17,Atlanta Hawks,Denver Nuggets,7,3,11.714285714285714
2021-12-17,Boston Celtics,Golden State Warriors,6,5,-4.333333333333333
2021-12-17,Minnesota Timberwolves,Los Angeles Lakers,9,4,5.777777777777778
2021-12-17,Utah Jazz,San Antonio Spurs,10,6,10.1
2021-12-17,New Orleans Pelicans,Milwaukee Bucks,6,1,0.5
2021-12-17,Portland Trail Blazers,Charlotte Hornets,6,4,9.333333333333334
2021-12-17,Sacramento Kings,Memphis Grizzlies,12,6,3.5833333333333335
2021-12-18,Utah Jazz,Washington Wizards,7,5,-5.428571428571429
2021-12-18,Milwaukee Bucks,Cleveland Cavaliers,11,10,2.8181818181818183
2021-12-18,Boston Celtics,New York Knicks,11,7,-4.181818181818182
2021-12-18,Brooklyn Nets,Orlando Magic,12,7,2.0
2021-12-18,Toronto Raptors,Golden State Warriors,6,4,7.333333333333333
2021-12-18,Oklahoma City Thunder,LA Clippers,12,4,6.416666666666667
2021-12-18,Detroit Pistons,Houston Rockets,6,4,-3.8333333333333335
2021-12-19,Chicago Bulls,Los Angeles Lakers,6,1,-7.0
2021-12-19,Detroit Pistons,Miami Heat,9,3,-1.6666666666666667
2021-12-19,Memphis Grizzlies,Portland Trail Blazers,11,6,4.0
2021-12-19,Sacramento Kings,San Antonio Spurs,10,5,5.0
2021-12-19,Minnesota Timberwolves,Dallas Mavericks,9,2,0.1111111111111111
2021-12-19,Phoenix Suns,Charlotte Hornets,6,3,1.6666666666666667
2021-12-20,Golden State Warriors,Sacramento Kings,11,7,1.1818181818181819
2021-12-20,Utah Jazz,Charlotte Hornets,6,6,2.6666666666666665
2021-12-20,LA Clippers,San Antonio Spurs,12,8,-1.4166666666666667
2021-12-20,Chicago Bulls,Houston Rockets,6,2,-4.166666666666667
2021-12-20,Boston Celtics,Philadelphia 76ers,12,5,6.333333333333333
2021-12-20,Memphis Grizzlies,Oklahoma City Thunder,10,6,13.7
2021-12-21,Miami Heat,Indiana Pacers,12,5,-1.1666666666666667
2021-12-21,New York Knicks,Detroit Pistons,10,5,-3.9
2021-12-21,New Orleans Pelicans,Portland Trail Blazers,10,4,3.5
2021-12-21,Dallas Mavericks,Minnesota Timberwolves,10,7,0.7
2021-12-21,Los Angeles Lakers,Phoenix Suns,11,7,6.0
2021-12-22,Sacramento Kings,LA Clippers,12,5,-5.833333333333333
2021-12-22,Oklahoma City Thunder,Denver Nuggets,10,1,0.5
2021-12-22,Atlanta Hawks,Orlando Magic,13,7,3.6923076923076925
2021-12-22,Boston Celtics,Cleveland Cavaliers,13,10,8.23076923076923
2021-12-22,Milwaukee Bucks,Houston Rockets,7,5,1.5714285714285714
2021-12-23,Phoenix Suns,Oklahoma City Thunder,10,3,6.8
2021-12-23,Los Angeles Lakers,San Antonio Spurs,12,8,0.75
2021-12-23,Golden State Warriors,Memphis Grizzlies,11,6,2.727272727272727
2021-12-23,Utah Jazz,Minnesota Timberwolves,11,6,-5.181818181818182
2021-12-23,Denver Nuggets,Charlotte Hornets,6,5,8.5
2021-12-23,Indiana Pacers,Houston Rockets,6,3,2.0
2021-12-23,New York Knicks,Washington Wizards,11,5,-0.5454545454545454
2021-12-23,Miami Heat,Detroit Pistons,10,6,-0.5
2021-12-23,Philadelphia 76ers,Atlanta Hawks,12,7,13.666666666666666
2021-12-23,Orlando Magic,New Orleans Pelicans,6,5,-8.666666666666666
2021-12-23,Dallas Mavericks,Milwaukee Bucks,6,3,2.1666666666666665
2021-12-25,New York Knicks,Atlanta Hawks,11,9,2.0
2021-12-25,Milwaukee Bucks,Boston Celtics,11,5,3.0
2021-12-25,Phoenix Suns,Golden State Warriors,13,6,3.8461538461538463
2021-12-25,Los Angeles Lakers,Brooklyn Nets,6,2,-8.833333333333334
2021-12-25,Utah Jazz,Dallas Mavericks,10,7,10.4
2021-12-26,LA Clippers,Denver Nuggets,10,4,6.0
2021-12-26,Chicago Bulls,Indiana Pacers,12,2,-5.0
2021-12-26,San Antonio Spurs,Detroit Pistons,6,5,11.0
2021-12-26,Oklahoma City Thunder,New Orleans Pelicans,13,8,-2.0
2021-12-26,Miami Heat,Orlando Magic,13,8,0.46153846153846156
2021-12-26,Washington Wizards,Philadelphia 76ers,9,2,6.444444444444445
2021-12-26,Cleveland Cavaliers,Toronto Raptors,11,3,7.454545454545454
2021-12-26,Sacramento Kings,Memphis Grizzlies,13,6,1.8461538461538463
2021-12-27,Portland Trail Blazers,Dallas Mavericks,11,6,-1.9090909090909092
2021-12-27,LA Clippers,Brooklyn Nets,5,2,-2.8
2021-12-27,Phoenix Suns,Memphis Grizzlies,11,5,-2.6363636363636362
2021-12-27,Minnesota Timberwolves,Boston Celtics,5,0,-2.6
2021-12-27,Atlanta Hawks,Chicago Bulls,10,5,0.8
2021-12-27,Charlotte Hornets,Houston Rockets,7,3,4.857142857142857
2021-12-27,San Antonio Spurs,Utah Jazz,11,5,9.0
2021-12-28,Orlando Magic,Milwaukee Bucks,12,1,-3.5833333333333335
2021-12-28,Miami Heat,Washington Wizards,13,9,4.076923076923077
2021-12-28,Toronto Raptors,Philadelphia 76ers,12,8,5.083333333333333
2021-12-28,Houston Rockets,Los Angeles Lakers,12,5,-0.75
2021-12-28,Minnesota Timberwolves,New York Knicks,4,3,1.25
2021-12-28,New Orleans Pelicans,Cleveland Cavaliers,6,6,1.0
2021-12-28,Golden State Warriors,Denver Nuggets,9,6,2.5555555555555554
2021-12-28,Sacramento Kings,Oklahoma City Thunder,11,7,-0.18181818181818182
2021-12-29,Boston Celtics,LA Clippers,7,3,4.142857142857143
2021-12-29,Sacramento Kings,Dallas Mavericks,11,7,-0.09090909090909091
2021-12-29,Portland Trail Blazers,Utah Jazz,11,4,4.818181818181818
2021-12-29,Phoenix Suns,Oklahoma City Thunder,11,4,7.2727272727272725
2021-12-29,Detroit Pistons,New York Knicks,11,5,-2.272727272727273
2021-12-29,Chicago Bulls,Atlanta Hawks,11,6,-0.36363636363636365
2021-12-29,Indiana Pacers,Charlotte Hornets,12,6,7.0
2021-12-29,Memphis Grizzlies,Los Angeles Lakers,12,4,3.4166666666666665
2021-12-30,Washington Wizards,Cleveland Cavaliers,12,7,0.16666666666666666
2021-12-30,Brooklyn Nets,Philadelphia 76ers,13,6,8.076923076923077
2021-12-30,Orlando Magic,Milwaukee Bucks,13,1,-4.615384615384615
2021-12-31,Utah Jazz,Minnesota Timberwolves,12,7,-3.75
2021-12-31,Sacramento Kings,Dallas Mavericks,12,8,0.0
2021-12-31,Oklahoma City Thunder,New York Knicks,5,4,-10.0
2021-12-31,Los Angeles Lakers,Portland Trail Blazers,11,5,-0.6363636363636364
2021-12-31,Memphis Grizzlies,San Antonio Spurs,11,6,-5.0
2021-12-31,Boston Celtics,Phoenix Suns,7,3,1.4285714285714286
2021-12-31,Cleveland Cavaliers,Atlanta Hawks,9,6,5.333333333333333
2021-12-31,Houston Rockets,Miami Heat,6,2,9.666666666666666
2021-12-31,Indiana Pacers,Chicago Bulls,13,10,-4.0
2021-12-31,Toronto Raptors,LA Clippers,6,2,-5.0
2022-01-01,Utah Jazz,Golden State Warriors,10,6,1.0
2022-01-01,Brooklyn Nets,LA Clippers,6,4,-5.0
2022-01-01,Houston Rockets,Denver Nuggets,12,5,8.333333333333334
2022-01-01,Detroit Pistons,San Antonio Spurs,7,1,14.428571428571429
2022-01-01,Milwaukee Bucks,New Orleans Pelicans,7,5,1.0
2022-01-01,Washington Wizards,Chicago Bulls,11,3,0.09090909090909091
2022-01-02,Oklahoma City Thunder,Dallas Mavericks,10,3,0.6
2022-01-02,Toronto Raptors,New York Knicks,11,9,7.090909090909091
2022-01-02,Boston Celtics,Orlando Magic,10,7,-0.7
2022-01-02,Cleveland Cavaliers,Indiana Pacers,10,2,1.1
2022-01-02,Sacramento Kings,Miami Heat,6,3,0.3333333333333333
2022-01-02,Charlotte Hornets,Phoenix Suns,7,3,5.857142857142857
2022-01-02,Los Angeles Lakers,Minnesota Timberwolves,10,5,7.0
2022-01-03,Portland Trail Blazers,Atlanta Hawks,6,4,4.5
2022-01-03,Golden State Warriors,Miami Heat,6,2,3.8333333333333335
2022-01-03,LA Clippers,Minnesota Timberwolves,12,10,6.083333333333333
2022-01-03,Dallas Mavericks,Denver Nuggets,11,5,2.5454545454545454
2022-01-03,New Orleans Pelicans,Utah Jazz,12,4,2.4166666666666665
2022-01-03,Chicago Bulls,Orlando Magic,9,4,-7.888888888888889
2022-01-03,Brooklyn Nets,Memphis Grizzlies,6,1,-8.833333333333334
2022-01-03,Washington Wizards,Charlotte Hornets,12,4,5.083333333333333
2022-01-03,Philadelphia 76ers,Houston Rockets,6,4,0.16666666666666666
2022-01-03,Milwaukee Bucks,Detroit Pistons,12,12,1.0
2022-01-04,Cleveland Cavaliers,Memphis Grizzlies,7,3,3.0
2022-01-04,Toronto Raptors,San Antonio Spurs,6,3,4.333333333333333
2022-01-04,New York Knicks,Indiana Pacers,13,4,2.5384615384615383
2022-01-04,New Orleans Pelicans,Phoenix Suns,10,4,4.2
2022-01-04,Los Angeles Lakers,Sacramento Kings,12,7,-6.75
2022-01-05,Indiana Pacers,Brooklyn Nets,10,4,-4.9
2022-01-05,Portland Trail Blazers,Miami Heat,6,2,0.6666666666666666
2022-01-05,Denver Nuggets,Utah Jazz,11,5,5.0
